Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130208-KransvleiCH010-300sec-1"
Duration Time,300
Ambient Temperature,"102.4"
Detector Temperature,"-39.0"
Valid Accumulated Counts,"421729"
Raw Accumulated Counts,"480737"
Valid Count Last Packet,"1416"
Raw Count Last Packet,"1663"
Live Time,285.144073
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,776
Channel#,Intensity
0,"0"
1,"1"
2,"1"
3,"0"
4,"0"
5,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"1"
21,"1"
22,"2"
23,"5"
24,"9"
25,"20"
26,"40"
27,"37"
28,"54"
29,"68"
30,"82"
31,"107"
32,"130"
33,"127"
34,"173"
35,"154"
36,"189"
37,"153"
38,"157"
39,"166"
40,"198"
41,"180"
42,"178"
43,"183"
44,"208"
45,"171"
46,"174"
47,"202"
48,"190"
49,"185"
50,"164"
51,"188"
52,"208"
53,"203"
54,"206"
55,"217"
56,"208"
57,"232"
58,"205"
59,"244"
60,"212"
61,"219"
62,"208"
63,"208"
64,"218"
65,"235"
66,"197"
67,"214"
68,"227"
69,"201"
70,"219"
71,"202"
72,"209"
73,"174"
74,"190"
75,"202"
76,"244"
77,"198"
78,"185"
79,"190"
80,"196"
81,"206"
82,"186"
83,"192"
84,"188"
85,"168"
86,"184"
87,"184"
88,"221"
89,"184"
90,"202"
91,"180"
92,"198"
93,"166"
94,"181"
95,"167"
96,"166"
97,"162"
98,"154"
99,"170"
100,"145"
101,"158"
102,"149"
103,"161"
104,"164"
105,"137"
106,"166"
107,"125"
108,"166"
109,"176"
110,"160"
111,"134"
112,"157"
113,"168"
114,"129"
115,"140"
116,"118"
117,"139"
118,"146"
119,"122"
120,"144"
121,"146"
122,"146"
123,"123"
124,"125"
125,"134"
126,"146"
127,"140"
128,"129"
129,"129"
130,"137"
131,"136"
132,"144"
133,"128"
134,"107"
135,"123"
136,"131"
137,"130"
138,"112"
139,"126"
140,"112"
141,"124"
142,"118"
143,"127"
144,"109"
145,"126"
146,"126"
147,"111"
148,"103"
149,"114"
150,"103"
151,"120"
152,"112"
153,"119"
154,"105"
155,"108"
156,"96"
157,"92"
158,"107"
159,"120"
160,"105"
161,"111"
162,"104"
163,"121"
164,"121"
165,"125"
166,"115"
167,"147"
168,"107"
169,"113"
170,"105"
171,"100"
172,"90"
173,"103"
174,"63"
175,"89"
176,"82"
177,"82"
178,"92"
179,"99"
180,"98"
181,"90"
182,"81"
183,"80"
184,"85"
185,"77"
186,"72"
187,"84"
188,"72"
189,"68"
190,"71"
191,"60"
192,"63"
193,"72"
194,"60"
195,"61"
196,"63"
197,"65"
198,"66"
199,"63"
200,"70"
201,"62"
202,"55"
203,"57"
204,"50"
205,"63"
206,"71"
207,"53"
208,"47"
209,"39"
210,"45"
211,"48"
212,"48"
213,"39"
214,"62"
215,"53"
216,"47"
217,"55"
218,"48"
219,"65"
220,"78"
221,"82"
222,"76"
223,"97"
224,"98"
225,"118"
226,"101"
227,"110"
228,"111"
229,"98"
230,"100"
231,"113"
232,"85"
233,"75"
234,"66"
235,"72"
236,"47"
237,"54"
238,"50"
239,"41"
240,"47"
241,"46"
242,"40"
243,"46"
244,"42"
245,"31"
246,"43"
247,"40"
248,"40"
249,"62"
250,"34"
251,"35"
252,"35"
253,"30"
254,"27"
255,"23"
256,"36"
257,"24"
258,"31"
259,"25"
260,"30"
261,"21"
262,"24"
263,"28"
264,"22"
265,"37"
266,"34"
267,"30"
268,"30"
269,"38"
270,"21"
271,"27"
272,"40"
273,"33"
274,"20"
275,"31"
276,"29"
277,"15"
278,"22"
279,"21"
280,"18"
281,"27"
282,"25"
283,"24"
284,"33"
285,"17"
286,"33"
287,"31"
288,"32"
289,"63"
290,"72"
291,"66"
292,"77"
293,"89"
294,"95"
295,"104"
296,"90"
297,"108"
298,"82"
299,"73"
300,"73"
301,"53"
302,"57"
303,"52"
304,"60"
305,"57"
306,"77"
307,"102"
308,"181"
309,"326"
310,"550"
311,"799"
312,"1338"
313,"1922"
314,"2868"
315,"3777"
316,"4834"
317,"5729"
318,"6401"
319,"7161"
320,"7530"
321,"7435"
322,"6754"
323,"5934"
324,"5032"
325,"3973"
326,"3120"
327,"2210"
328,"1607"
329,"1122"
330,"734"
331,"496"
332,"322"
333,"202"
334,"174"
335,"137"
336,"92"
337,"88"
338,"92"
339,"98"
340,"108"
341,"117"
342,"177"
343,"213"
344,"280"
345,"327"
346,"463"
347,"586"
348,"733"
349,"981"
350,"1127"
351,"1240"
352,"1292"
353,"1310"
354,"1261"
355,"1077"
356,"1011"
357,"860"
358,"675"
359,"584"
360,"424"
361,"274"
362,"193"
363,"129"
364,"107"
365,"75"
366,"63"
367,"53"
368,"39"
369,"41"
370,"46"
371,"63"
372,"63"
373,"66"
374,"57"
375,"68"
376,"52"
377,"44"
378,"31"
379,"39"
380,"37"
381,"35"
382,"25"
383,"22"
384,"20"
385,"16"
386,"14"
387,"19"
388,"13"
389,"13"
390,"12"
391,"24"
392,"24"
393,"14"
394,"9"
395,"18"
396,"16"
397,"22"
398,"10"
399,"22"
400,"19"
401,"17"
402,"17"
403,"19"
404,"11"
405,"16"
406,"15"
407,"21"
408,"20"
409,"17"
410,"15"
411,"11"
412,"23"
413,"16"
414,"21"
415,"17"
416,"29"
417,"16"
418,"20"
419,"19"
420,"21"
421,"19"
422,"16"
423,"25"
424,"14"
425,"21"
426,"16"
427,"17"
428,"22"
429,"15"
430,"24"
431,"22"
432,"23"
433,"26"
434,"14"
435,"14"
436,"14"
437,"16"
438,"11"
439,"12"
440,"15"
441,"7"
442,"9"
443,"16"
444,"10"
445,"5"
446,"7"
447,"10"
448,"7"
449,"10"
450,"9"
451,"14"
452,"9"
453,"9"
454,"8"
455,"13"
456,"11"
457,"20"
458,"12"
459,"12"
460,"12"
461,"15"
462,"5"
463,"10"
464,"10"
465,"12"
466,"11"
467,"12"
468,"6"
469,"14"
470,"8"
471,"12"
472,"10"
473,"9"
474,"8"
475,"9"
476,"13"
477,"13"
478,"14"
479,"8"
480,"21"
481,"15"
482,"20"
483,"16"
484,"21"
485,"21"
486,"34"
487,"12"
488,"22"
489,"18"
490,"17"
491,"23"
492,"9"
493,"15"
494,"12"
495,"15"
496,"18"
497,"9"
498,"15"
499,"8"
500,"11"
501,"15"
502,"6"
503,"12"
