Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130208-KransvleiCH007-300sec-4"
Duration Time,300
Ambient Temperature,"92.4"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"571012"
Raw Accumulated Counts,"638566"
Valid Count Last Packet,"1923"
Raw Count Last Packet,"2175"
Live Time,280.183167
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,774
Channel#,Intensity
0,"0"
1,"0"
2,"1"
3,"0"
4,"0"
5,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"1"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"2"
22,"1"
23,"5"
24,"13"
25,"13"
26,"21"
27,"29"
28,"49"
29,"47"
30,"64"
31,"74"
32,"91"
33,"127"
34,"104"
35,"110"
36,"122"
37,"112"
38,"126"
39,"122"
40,"159"
41,"143"
42,"142"
43,"146"
44,"133"
45,"104"
46,"135"
47,"153"
48,"150"
49,"139"
50,"150"
51,"145"
52,"145"
53,"171"
54,"155"
55,"156"
56,"177"
57,"161"
58,"163"
59,"176"
60,"175"
61,"179"
62,"170"
63,"194"
64,"198"
65,"183"
66,"172"
67,"172"
68,"146"
69,"171"
70,"170"
71,"183"
72,"181"
73,"157"
74,"165"
75,"144"
76,"167"
77,"175"
78,"144"
79,"153"
80,"150"
81,"142"
82,"140"
83,"171"
84,"153"
85,"126"
86,"170"
87,"157"
88,"130"
89,"121"
90,"152"
91,"138"
92,"128"
93,"127"
94,"135"
95,"122"
96,"107"
97,"112"
98,"112"
99,"133"
100,"130"
101,"89"
102,"115"
103,"97"
104,"131"
105,"127"
106,"137"
107,"136"
108,"117"
109,"111"
110,"101"
111,"116"
112,"120"
113,"87"
114,"124"
115,"115"
116,"90"
117,"100"
118,"106"
119,"95"
120,"97"
121,"118"
122,"107"
123,"105"
124,"99"
125,"102"
126,"100"
127,"82"
128,"113"
129,"113"
130,"113"
131,"89"
132,"87"
133,"105"
134,"82"
135,"89"
136,"96"
137,"85"
138,"75"
139,"113"
140,"99"
141,"86"
142,"100"
143,"86"
144,"93"
145,"92"
146,"106"
147,"93"
148,"87"
149,"103"
150,"101"
151,"80"
152,"88"
153,"79"
154,"71"
155,"61"
156,"76"
157,"105"
158,"76"
159,"80"
160,"87"
161,"95"
162,"80"
163,"97"
164,"86"
165,"105"
166,"94"
167,"109"
168,"93"
169,"70"
170,"87"
171,"66"
172,"78"
173,"78"
174,"74"
175,"69"
176,"69"
177,"66"
178,"61"
179,"74"
180,"59"
181,"67"
182,"70"
183,"60"
184,"68"
185,"70"
186,"59"
187,"71"
188,"66"
189,"60"
190,"68"
191,"59"
192,"60"
193,"64"
194,"62"
195,"69"
196,"89"
197,"92"
198,"86"
199,"81"
200,"77"
201,"88"
202,"90"
203,"62"
204,"74"
205,"62"
206,"66"
207,"52"
208,"53"
209,"48"
210,"53"
211,"59"
212,"43"
213,"55"
214,"60"
215,"53"
216,"60"
217,"53"
218,"67"
219,"90"
220,"100"
221,"95"
222,"117"
223,"155"
224,"180"
225,"180"
226,"176"
227,"194"
228,"189"
229,"208"
230,"201"
231,"200"
232,"179"
233,"188"
234,"161"
235,"164"
236,"121"
237,"114"
238,"82"
239,"86"
240,"69"
241,"71"
242,"70"
243,"73"
244,"63"
245,"66"
246,"59"
247,"77"
248,"60"
249,"74"
250,"72"
251,"66"
252,"44"
253,"42"
254,"61"
255,"46"
256,"43"
257,"53"
258,"47"
259,"55"
260,"51"
261,"64"
262,"47"
263,"53"
264,"45"
265,"56"
266,"84"
267,"60"
268,"53"
269,"62"
270,"57"
271,"58"
272,"67"
273,"60"
274,"60"
275,"49"
276,"50"
277,"46"
278,"47"
