Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130318-brickn679-300sec-6"
Duration Time,300
Ambient Temperature,"103.8"
Detector Temperature,"-38.0"
Valid Accumulated Counts,"384988"
Raw Accumulated Counts,"437803"
Valid Count Last Packet,"1251"
Raw Count Last Packet,"1429"
Live Time,286.445831
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,775
Channel#,Intensity
0,"1"
1,"0"
2,"0"
3,"1"
4,"2"
5,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"1"
18,"1"
19,"0"
20,"1"
21,"2"
22,"4"
23,"6"
24,"11"
25,"12"
26,"27"
27,"39"
28,"50"
29,"62"
30,"83"
31,"122"
32,"115"
33,"121"
34,"147"
35,"142"
36,"161"
37,"138"
38,"179"
39,"174"
40,"159"
41,"138"
42,"158"
43,"184"
44,"152"
45,"182"
46,"170"
47,"162"
48,"162"
49,"184"
50,"151"
51,"180"
52,"185"
53,"192"
54,"202"
55,"210"
56,"190"
57,"228"
58,"221"
59,"203"
60,"236"
61,"173"
62,"210"
63,"200"
64,"208"
65,"209"
66,"208"
67,"212"
68,"198"
69,"223"
70,"190"
71,"187"
72,"195"
73,"186"
74,"193"
75,"170"
76,"201"
77,"183"
78,"196"
79,"195"
80,"194"
81,"200"
82,"195"
83,"169"
84,"160"
85,"176"
86,"185"
87,"173"
88,"179"
89,"192"
90,"170"
91,"146"
92,"148"
93,"155"
94,"157"
95,"160"
96,"160"
97,"167"
98,"157"
99,"130"
100,"141"
101,"143"
102,"169"
103,"166"
104,"144"
105,"150"
106,"128"
107,"136"
108,"128"
109,"117"
110,"135"
111,"154"
112,"128"
113,"154"
114,"147"
115,"126"
116,"136"
117,"137"
118,"127"
119,"118"
120,"135"
121,"147"
122,"134"
123,"137"
124,"134"
125,"131"
126,"137"
127,"133"
128,"122"
129,"141"
130,"125"
131,"117"
132,"125"
133,"117"
134,"118"
135,"121"
136,"97"
137,"126"
138,"104"
139,"122"
140,"123"
141,"130"
142,"111"
143,"117"
144,"109"
145,"114"
146,"87"
147,"103"
148,"111"
149,"114"
150,"104"
151,"99"
152,"96"
153,"118"
154,"84"
155,"113"
156,"91"
157,"97"
158,"106"
159,"100"
160,"111"
161,"116"
162,"138"
163,"154"
164,"128"
165,"120"
166,"148"
167,"110"
168,"146"
169,"109"
170,"120"
171,"114"
172,"90"
173,"96"
174,"86"
175,"82"
176,"88"
177,"76"
178,"83"
179,"92"
180,"74"
181,"88"
182,"84"
183,"74"
184,"78"
185,"82"
186,"67"
187,"88"
188,"71"
189,"70"
190,"58"
191,"67"
192,"58"
193,"66"
194,"63"
195,"46"
196,"53"
197,"65"
198,"66"
199,"52"
200,"66"
201,"58"
202,"60"
203,"53"
204,"54"
205,"49"
206,"57"
207,"29"
208,"56"
209,"34"
210,"38"
211,"46"
212,"41"
213,"44"
214,"45"
215,"48"
216,"35"
217,"46"
218,"51"
219,"55"
220,"64"
221,"98"
222,"81"
223,"98"
224,"102"
225,"117"
226,"123"
227,"111"
228,"111"
229,"98"
230,"111"
231,"86"
232,"71"
233,"79"
234,"72"
235,"59"
236,"65"
237,"59"
238,"48"
239,"33"
240,"35"
241,"33"
242,"42"
243,"45"
244,"36"
245,"38"
246,"44"
247,"41"
248,"36"
249,"42"
250,"37"
251,"45"
252,"34"
253,"27"
254,"34"
255,"28"
256,"30"
257,"24"
258,"24"
259,"21"
260,"25"
261,"29"
262,"36"
263,"23"
264,"25"
265,"25"
266,"30"
267,"39"
268,"30"
269,"26"
270,"23"
271,"32"
272,"30"
273,"30"
274,"25"
275,"28"
276,"20"
277,"24"
278,"22"
279,"23"
280,"21"
281,"25"
282,"11"
283,"19"
284,"23"
285,"16"
286,"27"
287,"41"
288,"44"
289,"61"
290,"75"
291,"80"
292,"83"
293,"104"
294,"107"
295,"112"
296,"112"
297,"94"
298,"95"
299,"86"
300,"66"
301,"74"
302,"59"
303,"41"
304,"59"
305,"69"
306,"67"
307,"105"
308,"138"
309,"272"
310,"447"
311,"751"
312,"1232"
313,"1815"
314,"2504"
315,"3457"
316,"4475"
317,"5431"
318,"6283"
319,"6830"
320,"6956"
321,"6914"
322,"6399"
323,"5637"
324,"4677"
325,"3814"
326,"2947"
327,"2156"
328,"1489"
329,"957"
330,"612"
331,"427"
332,"286"
333,"196"
334,"137"
335,"89"
336,"65"
337,"68"
338,"66"
339,"52"
340,"71"
341,"95"
342,"116"
343,"152"
344,"208"
345,"290"
346,"394"
347,"535"
348,"707"
349,"887"
350,"1003"
351,"1132"
