Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130125-brickn679-150sec-3"
Duration Time,150
Ambient Temperature,"88.2"
Detector Temperature,"-40.5"
Valid Accumulated Counts,"198930"
Raw Accumulated Counts,"226743"
Valid Count Last Packet,"1338"
Raw Count Last Packet,"1504"
Live Time,142.988159
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,765
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"1"
4,"0"
5,"0"
6,"0"
7,"1"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"1"
14,"0"
15,"0"
16,"0"
17,"1"
18,"0"
19,"0"
20,"2"
21,"0"
22,"2"
23,"5"
24,"4"
25,"8"
26,"16"
27,"13"
28,"20"
29,"37"
30,"54"
31,"49"
32,"64"
33,"76"
34,"72"
35,"60"
36,"74"
37,"79"
38,"90"
39,"92"
40,"72"
41,"102"
42,"74"
43,"98"
44,"74"
45,"76"
46,"84"
47,"92"
48,"100"
49,"80"
50,"86"
51,"83"
52,"86"
53,"89"
54,"97"
55,"110"
56,"90"
57,"94"
58,"111"
59,"102"
60,"122"
61,"105"
62,"118"
63,"100"
64,"104"
65,"115"
66,"105"
67,"118"
68,"103"
69,"101"
70,"110"
71,"117"
72,"100"
73,"112"
74,"105"
75,"108"
76,"90"
77,"103"
78,"93"
79,"87"
80,"85"
81,"100"
82,"103"
83,"80"
84,"79"
85,"80"
86,"86"
87,"85"
88,"90"
89,"81"
90,"87"
91,"101"
92,"100"
93,"75"
94,"84"
95,"86"
96,"79"
97,"79"
98,"74"
99,"68"
100,"84"
101,"74"
102,"70"
103,"74"
104,"91"
105,"76"
106,"75"
107,"86"
108,"67"
109,"79"
110,"63"
111,"81"
112,"73"
113,"69"
114,"73"
115,"58"
116,"64"
117,"72"
118,"73"
119,"53"
120,"62"
121,"57"
122,"64"
123,"55"
124,"73"
125,"62"
126,"51"
127,"74"
128,"72"
129,"59"
130,"70"
131,"60"
132,"64"
133,"70"
134,"52"
135,"56"
136,"53"
137,"58"
138,"59"
139,"63"
140,"41"
141,"49"
142,"68"
143,"62"
144,"74"
145,"61"
146,"54"
147,"73"
148,"58"
149,"55"
150,"54"
151,"55"
152,"44"
153,"61"
154,"54"
155,"54"
156,"58"
157,"54"
158,"56"
159,"67"
160,"54"
161,"81"
162,"66"
163,"83"
164,"81"
165,"67"
166,"77"
167,"83"
168,"64"
169,"54"
170,"69"
171,"48"
172,"47"
173,"55"
174,"45"
175,"40"
176,"50"
177,"39"
178,"53"
179,"39"
180,"55"
181,"39"
182,"49"
183,"51"
184,"49"
185,"49"
186,"37"
187,"36"
188,"46"
189,"32"
190,"26"
191,"29"
192,"38"
193,"16"
194,"27"
195,"33"
196,"27"
197,"28"
198,"38"
199,"32"
200,"38"
201,"29"
202,"32"
203,"26"
204,"23"
205,"26"
206,"31"
207,"19"
208,"19"
209,"27"
210,"32"
211,"19"
212,"24"
213,"20"
214,"20"
215,"20"
216,"17"
217,"29"
218,"25"
219,"23"
220,"34"
221,"37"
222,"39"
223,"52"
224,"53"
225,"69"
226,"54"
227,"51"
228,"45"
229,"44"
230,"58"
231,"46"
232,"50"
233,"43"
234,"31"
235,"31"
236,"27"
237,"28"
238,"25"
239,"24"
240,"21"
241,"15"
242,"16"
243,"26"
244,"21"
245,"33"
246,"28"
247,"17"
248,"27"
249,"23"
250,"24"
251,"22"
252,"22"
253,"20"
254,"17"
255,"8"
256,"12"
257,"14"
258,"17"
259,"11"
260,"15"
261,"13"
262,"18"
263,"10"
264,"15"
265,"21"
266,"16"
267,"18"
268,"20"
269,"16"
270,"10"
271,"13"
272,"9"
273,"18"
274,"18"
275,"19"
276,"11"
277,"6"
278,"10"
279,"13"
280,"13"
281,"10"
282,"8"
283,"10"
284,"9"
285,"16"
286,"20"
287,"17"
288,"28"
289,"34"
290,"33"
291,"55"
292,"53"
293,"52"
294,"52"
295,"64"
296,"55"
297,"51"
298,"54"
299,"40"
300,"34"
301,"27"
302,"30"
303,"40"
304,"18"
305,"30"
306,"39"
307,"49"
308,"87"
309,"158"
310,"246"
311,"417"
312,"629"
313,"1010"
314,"1350"
315,"1708"
316,"2299"
317,"2764"
318,"3179"
319,"3394"
320,"3516"
321,"3410"
322,"3250"
323,"2882"
324,"2315"
325,"1875"
326,"1424"
327,"1073"
328,"828"
329,"548"
330,"382"
331,"236"
332,"177"
333,"145"
334,"99"
335,"51"
336,"83"
337,"68"
338,"60"
339,"74"
340,"55"
341,"66"
342,"102"
343,"118"
344,"163"
345,"191"
346,"230"
347,"315"
348,"415"
349,"459"
350,"534"
351,"612"
352,"640"
353,"664"
354,"626"
355,"568"
356,"507"
357,"394"
358,"315"
359,"255"
360,"190"
361,"150"
362,"98"
363,"73"
364,"52"
365,"35"
366,"24"
367,"27"
368,"31"
369,"30"
370,"18"
371,"32"
372,"34"
373,"29"
374,"41"
375,"40"
376,"35"
377,"30"
378,"36"
379,"22"
380,"20"
381,"12"
382,"13"
383,"14"
384,"12"
385,"12"
386,"12"
387,"8"
388,"4"
389,"5"
390,"12"
391,"6"
392,"10"
393,"4"
394,"10"
395,"7"
396,"9"
397,"11"
398,"10"
399,"13"
400,"8"
401,"13"
402,"8"
403,"18"
404,"14"
405,"8"
406,"17"
407,"7"
408,"12"
409,"6"
410,"14"
411,"11"
412,"10"
413,"14"
414,"11"
415,"13"
416,"15"
417,"12"
418,"12"
419,"10"
420,"13"
421,"14"
422,"13"
423,"19"
424,"12"
425,"18"
426,"15"
427,"13"
428,"16"
429,"18"
430,"16"
431,"16"
432,"17"
433,"20"
434,"17"
435,"23"
436,"17"
437,"12"
438,"10"
439,"6"
440,"6"
441,"7"
442,"5"
443,"9"
444,"3"
445,"3"
446,"9"
447,"6"
448,"5"
449,"7"
450,"2"
451,"4"
452,"4"
453,"5"
454,"8"
455,"3"
456,"3"
457,"9"
458,"10"
459,"5"
460,"6"
461,"6"
462,"7"
463,"10"
464,"8"
465,"9"
466,"2"
467,"6"
468,"5"
469,"8"
470,"3"
471,"6"
472,"5"
473,"8"
474,"4"
475,"6"
476,"12"
477,"8"
478,"6"
479,"10"
480,"11"
481,"5"
482,"9"
483,"16"
484,"15"
485,"11"
486,"12"
487,"12"
488,"9"
489,"9"
490,"7"
491,"5"
492,"10"
493,"9"
494,"8"
495,"5"
496,"7"
497,"7"
498,"5"
499,"2"
500,"1"
501,"2"
502,"3"
503,"3"
504,"4"
505,"8"
506,"0"
507,"2"
508,"4"
509,"1"
510,"10"
511,"1"
512,"6"
513,"3"
514,"4"
515,"9"
516,"5"
517,"9"
518,"5"
