Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130125-brickn679-150sec-5"
Duration Time,150
Ambient Temperature,"89.9"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"199435"
Raw Accumulated Counts,"227348"
Valid Count Last Packet,"1348"
Raw Count Last Packet,"1536"
Live Time,142.970123
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1"
1,"1"
2,"2"
3,"1"
4,"0"
5,"1"
6,"0"
7,"1"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"1"
21,"2"
22,"1"
23,"2"
24,"9"
25,"10"
26,"9"
27,"23"
28,"21"
29,"30"
30,"40"
31,"62"
32,"71"
33,"63"
34,"61"
35,"78"
36,"92"
37,"80"
38,"86"
39,"63"
40,"87"
41,"89"
42,"99"
43,"102"
44,"82"
45,"94"
46,"90"
47,"66"
48,"92"
49,"97"
50,"90"
51,"93"
52,"97"
53,"113"
54,"102"
55,"88"
56,"111"
57,"73"
58,"117"
59,"96"
60,"104"
61,"108"
62,"101"
63,"116"
64,"127"
65,"121"
66,"112"
67,"101"
68,"118"
69,"110"
70,"109"
71,"114"
72,"103"
73,"98"
74,"86"
75,"105"
76,"84"
77,"111"
78,"109"
79,"114"
80,"98"
81,"93"
82,"88"
83,"82"
84,"97"
85,"80"
86,"84"
87,"85"
88,"92"
89,"79"
90,"86"
91,"88"
92,"88"
93,"80"
94,"92"
95,"68"
96,"70"
97,"90"
98,"96"
99,"94"
100,"81"
101,"75"
102,"78"
103,"74"
104,"68"
105,"70"
106,"72"
107,"63"
108,"78"
109,"72"
110,"72"
111,"65"
112,"58"
113,"73"
114,"66"
115,"70"
116,"60"
117,"61"
118,"60"
119,"68"
120,"61"
121,"66"
122,"81"
123,"46"
124,"75"
125,"66"
126,"65"
127,"65"
128,"65"
129,"81"
130,"52"
131,"76"
132,"66"
133,"65"
134,"57"
135,"52"
136,"68"
137,"74"
138,"55"
139,"54"
140,"64"
141,"56"
142,"54"
143,"48"
144,"50"
145,"52"
146,"56"
147,"55"
148,"58"
149,"54"
150,"54"
151,"58"
152,"60"
153,"60"
154,"46"
155,"53"
156,"53"
157,"52"
158,"54"
159,"63"
160,"60"
161,"67"
162,"59"
163,"62"
164,"78"
165,"76"
166,"66"
167,"73"
168,"69"
169,"70"
170,"68"
171,"59"
172,"42"
173,"43"
174,"44"
175,"49"
176,"39"
177,"53"
178,"45"
179,"38"
180,"45"
181,"55"
182,"47"
183,"46"
184,"50"
185,"43"
186,"23"
187,"32"
188,"44"
189,"33"
190,"43"
191,"37"
192,"28"
193,"45"
194,"27"
195,"24"
196,"29"
197,"24"
198,"21"
199,"31"
200,"28"
201,"26"
202,"24"
203,"23"
204,"29"
205,"25"
206,"31"
207,"28"
208,"25"
209,"27"
210,"15"
211,"12"
212,"32"
213,"23"
214,"15"
215,"15"
216,"18"
217,"29"
218,"18"
219,"31"
220,"34"
221,"35"
222,"52"
223,"53"
224,"57"
225,"52"
226,"57"
227,"58"
228,"61"
229,"59"
230,"37"
231,"47"
232,"53"
233,"31"
234,"27"
235,"33"
236,"26"
237,"21"
238,"24"
239,"19"
240,"21"
241,"29"
242,"25"
243,"22"
244,"14"
245,"22"
246,"24"
247,"19"
248,"29"
249,"28"
250,"20"
251,"12"
252,"23"
253,"23"
254,"17"
255,"10"
256,"16"
257,"13"
258,"12"
259,"11"
260,"11"
261,"20"
262,"14"
263,"12"
264,"17"
265,"18"
266,"16"
267,"17"
268,"18"
269,"16"
270,"10"
271,"19"
272,"14"
273,"16"
274,"13"
275,"17"
276,"10"
277,"14"
278,"14"
279,"8"
280,"10"
281,"5"
282,"12"
283,"6"
284,"8"
285,"16"
286,"10"
287,"20"
288,"28"
289,"25"
290,"37"
291,"35"
292,"42"
293,"56"
294,"54"
295,"57"
296,"52"
297,"48"
298,"55"
299,"40"
300,"37"
301,"21"
302,"32"
303,"26"
304,"28"
305,"21"
306,"45"
307,"55"
308,"77"
309,"164"
310,"252"
311,"439"
312,"588"
313,"927"
314,"1393"
315,"1765"
316,"2313"
317,"2785"
318,"3168"
319,"3563"
320,"3528"
321,"3545"
322,"3265"
323,"2856"
324,"2385"
325,"1941"
326,"1417"
327,"1081"
328,"751"
329,"563"
330,"354"
331,"260"
332,"159"
333,"111"
334,"99"
335,"83"
336,"73"
337,"73"
338,"69"
339,"46"
340,"66"
341,"71"
342,"72"
343,"95"
344,"147"
345,"195"
346,"237"
347,"329"
348,"374"
349,"449"
350,"538"
351,"590"
352,"640"
353,"611"
354,"604"
355,"570"
356,"516"
357,"434"
358,"322"
359,"238"
360,"214"
361,"120"
362,"95"
363,"71"
364,"43"
365,"43"
366,"30"
367,"30"
368,"26"
369,"26"
370,"26"
371,"25"
372,"38"
373,"38"
374,"36"
375,"41"
376,"28"
377,"34"
378,"36"
379,"20"
380,"17"
381,"18"
382,"21"
383,"13"
384,"10"
385,"9"
386,"15"
387,"11"
388,"6"
389,"10"
390,"9"
391,"13"
392,"8"
393,"8"
394,"11"
395,"6"
396,"9"
397,"14"
398,"11"
