Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130201-KransvleiCH002-300sec-9"
Duration Time,300
Ambient Temperature,"101.0"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"618773"
Raw Accumulated Counts,"688936"
Valid Count Last Packet,"2091"
Raw Count Last Packet,"2318"
Live Time,278.608643
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,780
Channel#,Intensity
0,"0"
1,"1"
2,"0"
3,"0"
4,"0"
5,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
11,"1"
12,"0"
13,"0"
14,"1"
15,"0"
16,"2"
17,"1"
18,"0"
19,"1"
20,"0"
21,"1"
22,"1"
23,"10"
24,"5"
25,"7"
26,"26"
27,"30"
28,"37"
29,"27"
30,"50"
31,"67"
32,"73"
33,"88"
34,"94"
35,"96"
36,"107"
37,"98"
38,"117"
39,"119"
40,"107"
41,"116"
42,"113"
43,"134"
44,"109"
45,"102"
46,"121"
47,"118"
48,"131"
49,"132"
50,"124"
51,"137"
52,"127"
53,"133"
54,"136"
55,"156"
56,"125"
57,"159"
58,"146"
59,"150"
60,"178"
61,"149"
62,"144"
63,"158"
64,"154"
65,"143"
66,"171"
67,"139"
68,"161"
69,"153"
70,"162"
71,"171"
72,"133"
73,"161"
74,"150"
75,"137"
76,"136"
77,"182"
78,"135"
79,"131"
80,"128"
81,"135"
82,"131"
83,"116"
84,"126"
85,"135"
86,"124"
87,"120"
88,"107"
89,"122"
90,"138"
91,"113"
92,"119"
93,"109"
94,"106"
95,"119"
96,"92"
97,"103"
98,"106"
99,"111"
100,"79"
101,"86"
102,"93"
103,"98"
104,"112"
105,"100"
106,"93"
107,"106"
108,"96"
109,"96"
110,"104"
111,"86"
112,"103"
113,"100"
114,"82"
115,"87"
116,"77"
117,"77"
118,"101"
119,"85"
120,"101"
121,"88"
122,"59"
123,"84"
124,"89"
125,"93"
126,"72"
127,"68"
128,"85"
129,"70"
130,"93"
131,"86"
132,"77"
133,"77"
134,"67"
135,"64"
136,"74"
137,"72"
138,"84"
139,"64"
140,"67"
141,"85"
142,"78"
143,"73"
144,"91"
145,"82"
146,"64"
147,"78"
148,"73"
149,"62"
150,"90"
151,"87"
152,"72"
153,"61"
154,"84"
155,"75"
156,"84"
157,"82"
158,"62"
159,"81"
160,"72"
161,"103"
162,"89"
163,"100"
164,"111"
165,"135"
166,"94"
167,"90"
168,"99"
169,"83"
170,"82"
171,"67"
172,"76"
173,"86"
174,"65"
175,"73"
176,"64"
177,"69"
178,"85"
179,"65"
180,"55"
181,"66"
182,"68"
183,"77"
184,"74"
185,"95"
