Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130201-KransvleiCH002-300sec-8"
Duration Time,300
Ambient Temperature,"100.6"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"589045"
Raw Accumulated Counts,"654310"
Valid Count Last Packet,"1951"
Raw Count Last Packet,"2143"
Live Time,279.655182
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,779
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"0"
4,"0"
5,"0"
6,"1"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"1"
17,"0"
18,"0"
19,"1"
20,"0"
21,"2"
22,"5"
23,"5"
24,"7"
25,"14"
26,"17"
27,"22"
28,"32"
29,"34"
30,"46"
31,"61"
32,"84"
33,"72"
34,"90"
35,"113"
36,"107"
37,"92"
38,"103"
39,"117"
40,"109"
41,"116"
42,"95"
43,"98"
44,"109"
45,"116"
46,"128"
47,"116"
48,"116"
49,"108"
50,"133"
51,"141"
52,"139"
53,"136"
54,"120"
55,"123"
56,"160"
57,"144"
58,"147"
59,"144"
60,"137"
61,"165"
62,"151"
63,"138"
64,"161"
65,"148"
66,"137"
67,"162"
68,"145"
69,"152"
70,"160"
71,"148"
72,"145"
73,"156"
74,"139"
75,"152"
76,"139"
77,"143"
78,"134"
79,"151"
80,"136"
81,"122"
82,"118"
83,"113"
84,"117"
85,"131"
86,"125"
87,"137"
88,"127"
89,"127"
90,"111"
91,"125"
92,"104"
93,"98"
94,"94"
95,"124"
96,"111"
97,"102"
98,"98"
99,"86"
100,"105"
101,"113"
102,"96"
103,"102"
104,"90"
105,"99"
106,"99"
107,"94"
108,"89"
109,"89"
110,"105"
111,"92"
112,"101"
113,"112"
114,"86"
115,"71"
116,"103"
117,"94"
118,"87"
119,"72"
120,"81"
121,"84"
122,"100"
123,"75"
124,"79"
125,"98"
126,"76"
127,"85"
128,"85"
129,"70"
130,"83"
131,"76"
132,"78"
133,"96"
134,"77"
135,"60"
136,"80"
137,"90"
138,"79"
139,"78"
140,"76"
141,"68"
142,"73"
143,"72"
144,"89"
145,"67"
146,"66"
147,"78"
148,"81"
149,"74"
150,"74"
151,"66"
152,"75"
153,"69"
154,"76"
155,"71"
156,"69"
157,"72"
158,"75"
159,"64"
160,"82"
161,"93"
162,"91"
163,"100"
164,"101"
165,"114"
166,"91"
167,"90"
168,"92"
169,"104"
170,"84"
171,"59"
172,"82"
173,"71"
174,"72"
175,"65"
176,"64"
177,"58"
178,"59"
179,"71"
180,"79"
181,"66"
182,"71"
183,"72"
184,"65"
185,"49"
186,"77"
187,"84"
188,"63"
189,"59"
