Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130207-KransvleiCH005-300sec-6"
Duration Time,300
Ambient Temperature,"95.5"
Detector Temperature,"-40.5"
Valid Accumulated Counts,"455903"
Raw Accumulated Counts,"530742"
Valid Count Last Packet,"1546"
Raw Count Last Packet,"1784"
Live Time,283.739380
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"1"
1,"0"
2,"0"
3,"0"
4,"0"
5,"1"
6,"1"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"2"
20,"3"
21,"5"
22,"4"
23,"13"
24,"14"
25,"26"
26,"47"
27,"55"
28,"81"
29,"91"
30,"119"
31,"156"
32,"168"
33,"218"
34,"207"
35,"240"
36,"238"
37,"237"
38,"254"
39,"235"
40,"255"
41,"253"
42,"253"
43,"258"
44,"262"
45,"230"
46,"232"
47,"241"
48,"252"
49,"270"
50,"231"
51,"241"
52,"236"
53,"294"
54,"257"
55,"257"
56,"275"
57,"285"
58,"292"
59,"291"
60,"300"
61,"286"
62,"279"
63,"293"
64,"297"
65,"285"
66,"295"
67,"291"
68,"273"
69,"288"
70,"258"
71,"261"
72,"286"
73,"256"
74,"283"
75,"253"
76,"255"
77,"293"
78,"255"
79,"244"
80,"250"
81,"264"
82,"222"
83,"261"
84,"272"
85,"241"
86,"254"
87,"281"
88,"252"
89,"232"
90,"237"
91,"244"
92,"229"
93,"248"
94,"273"
95,"231"
96,"202"
97,"240"
98,"246"
99,"194"
100,"221"
101,"210"
102,"232"
103,"216"
104,"229"
105,"214"
106,"195"
107,"208"
108,"201"
109,"185"
110,"185"
111,"174"
112,"188"
113,"194"
114,"184"
115,"188"
116,"167"
117,"160"
118,"196"
119,"188"
120,"194"
121,"176"
122,"182"
123,"193"
124,"169"
125,"165"
126,"164"
127,"155"
128,"171"
129,"165"
130,"177"
131,"166"
132,"180"
133,"193"
134,"176"
135,"175"
136,"157"
137,"142"
138,"182"
139,"165"
140,"165"
141,"175"
142,"129"
143,"179"
144,"159"
145,"151"
146,"157"
147,"143"
148,"158"
149,"161"
150,"151"
151,"157"
152,"143"
153,"138"
154,"134"
155,"142"
156,"143"
157,"127"
158,"138"
159,"134"
160,"129"
161,"154"
162,"131"
163,"152"
164,"139"
165,"145"
166,"141"
167,"143"
168,"139"
169,"109"
170,"108"
171,"130"
172,"105"
173,"119"
174,"116"
175,"101"
176,"83"
177,"118"
178,"112"
179,"119"
180,"114"
181,"133"
182,"109"
183,"106"
184,"108"
185,"93"
186,"110"
187,"107"
188,"103"
189,"88"
190,"81"
191,"86"
192,"82"
193,"72"
194,"62"
195,"65"
196,"70"
197,"79"
198,"68"
199,"64"
200,"68"
201,"77"
202,"84"
203,"65"
204,"61"
205,"63"
206,"53"
207,"61"
208,"59"
209,"61"
210,"53"
211,"50"
212,"60"
213,"51"
214,"66"
215,"43"
216,"60"
217,"51"
218,"62"
219,"52"
220,"73"
221,"77"
222,"80"
223,"98"
224,"104"
225,"94"
226,"87"
227,"106"
228,"85"
229,"68"
230,"94"
231,"74"
232,"67"
233,"75"
234,"53"
235,"43"
236,"53"
237,"47"
238,"50"
239,"46"
240,"40"
241,"44"
242,"38"
243,"42"
244,"45"
245,"42"
246,"37"
247,"43"
248,"37"
249,"37"
250,"34"
251,"36"
252,"21"
253,"36"
254,"23"
255,"36"
256,"22"
257,"22"
258,"23"
259,"29"
260,"16"
261,"22"
262,"26"
263,"23"
264,"21"
265,"22"
266,"23"
267,"32"
268,"22"
269,"15"
270,"26"
271,"29"
272,"24"
273,"25"
274,"20"
275,"23"
276,"18"
277,"18"
278,"22"
279,"22"
280,"25"
281,"25"
282,"25"
283,"14"
284,"18"
285,"24"
286,"23"
287,"19"
288,"21"
289,"24"
290,"28"
291,"48"
292,"36"
293,"46"
294,"40"
295,"33"
296,"40"
297,"43"
298,"32"
299,"30"
300,"39"
301,"31"
302,"19"
303,"23"
304,"32"
305,"26"
306,"44"
307,"48"
308,"76"
309,"112"
310,"173"
311,"273"
312,"407"
313,"692"
314,"871"
315,"1180"
316,"1500"
317,"1726"
318,"2023"
319,"2203"
320,"2295"
321,"2217"
322,"1979"
323,"1860"
324,"1542"
325,"1219"
326,"1051"
327,"726"
328,"532"
329,"407"
330,"252"
331,"183"
332,"138"
333,"82"
334,"85"
335,"64"
336,"51"
337,"46"
338,"50"
339,"56"
340,"51"
341,"58"
342,"68"
343,"93"
344,"105"
345,"113"
346,"147"
347,"188"
348,"261"
349,"322"
350,"382"
351,"409"
352,"426"
353,"431"
354,"395"
355,"357"
356,"343"
357,"306"
358,"235"
359,"184"
360,"144"
361,"103"
362,"71"
363,"62"
364,"39"
365,"38"
366,"46"
367,"30"
368,"35"
369,"38"
370,"48"
371,"50"
372,"66"
373,"68"
374,"63"
375,"65"
376,"62"
377,"55"
378,"37"
379,"37"
380,"23"
381,"21"
382,"19"
383,"18"
384,"14"
385,"14"
386,"21"
387,"17"
388,"11"
389,"9"
390,"8"
391,"12"
392,"7"
393,"13"
394,"14"
395,"13"
396,"20"
397,"11"
398,"19"
399,"15"
400,"19"
401,"12"
402,"20"
403,"13"
404,"15"
405,"21"
406,"13"
407,"17"
408,"21"
409,"25"
410,"25"
411,"16"
412,"24"
413,"19"
414,"23"
415,"21"
416,"19"
417,"22"
418,"18"
419,"17"
420,"15"
421,"17"
422,"14"
423,"13"
424,"16"
425,"19"
426,"19"
427,"17"
428,"14"
429,"13"
430,"19"
431,"22"
432,"20"
433,"23"
434,"22"
435,"18"
436,"14"
437,"19"
438,"19"
439,"7"
440,"10"
441,"14"
442,"14"
443,"9"
444,"12"
445,"13"
446,"6"
447,"8"
448,"11"
449,"7"
450,"14"
451,"6"
452,"12"
453,"9"
454,"17"
455,"14"
456,"10"
457,"14"
458,"4"
459,"13"
460,"6"
461,"8"
462,"10"
463,"10"
464,"3"
465,"6"
466,"15"
467,"4"
468,"14"
469,"9"
470,"8"
471,"16"
472,"10"
473,"10"
474,"11"
475,"13"
476,"14"
477,"19"
478,"15"
479,"24"
480,"19"
481,"17"
482,"21"
483,"16"
484,"23"
485,"19"
486,"17"
487,"20"
488,"23"
489,"15"
490,"16"
491,"11"
492,"22"
493,"7"
494,"16"
495,"17"
496,"14"
497,"17"
498,"12"
499,"9"
500,"16"
501,"5"
502,"15"
503,"8"
504,"9"
505,"14"
506,"8"
507,"9"
508,"10"
509,"12"
510,"5"
511,"9"
512,"7"
513,"4"
514,"7"
515,"11"
516,"8"
517,"16"
518,"13"
519,"12"
520,"13"
521,"16"
522,"12"
523,"20"
524,"24"
525,"21"
526,"21"
527,"19"
528,"19"
529,"16"
530,"15"
531,"20"
532,"12"
533,"10"
534,"13"
535,"14"
536,"16"
537,"9"
538,"10"
539,"5"
540,"8"
541,"6"
542,"6"
543,"10"
544,"2"
545,"5"
546,"11"
547,"13"
548,"6"
549,"3"
550,"9"
551,"11"
552,"7"
553,"7"
554,"4"
555,"7"
556,"7"
557,"8"
558,"12"
559,"6"
560,"9"
561,"7"
562,"16"
563,"13"
564,"12"
565,"10"
566,"7"
567,"11"
568,"12"
569,"8"
570,"9"
571,"7"
572,"10"
573,"9"
574,"5"
575,"8"
576,"13"
577,"5"
578,"11"
579,"10"
580,"13"
581,"3"
582,"8"
583,"9"
584,"8"
585,"14"
586,"6"
587,"13"
588,"12"
589,"7"
590,"8"
591,"11"
592,"10"
593,"9"
594,"9"
595,"8"
596,"8"
597,"7"
598,"9"
599,"4"
600,"9"
601,"13"
602,"7"
603,"7"
604,"12"
605,"13"
606,"9"
607,"10"
608,"5"
609,"8"
610,"10"
611,"8"
612,"7"
613,"3"
614,"11"
615,"13"
616,"9"
617,"10"
618,"8"
619,"10"
620,"3"
621,"8"
622,"16"
623,"11"
624,"9"
625,"13"
626,"14"
627,"19"
628,"19"
629,"24"
630,"17"
631,"11"
632,"13"
633,"21"
634,"17"
635,"14"
636,"18"
637,"15"
638,"15"
639,"9"
640,"17"
641,"13"
642,"16"
643,"16"
644,"18"
645,"13"
646,"25"
647,"23"
648,"19"
649,"16"
650,"14"
651,"16"
652,"11"
653,"21"
654,"15"
655,"12"
656,"18"
657,"19"
658,"12"
659,"25"
660,"17"
661,"21"
662,"25"
663,"48"
664,"48"
665,"44"
666,"56"
667,"60"
668,"54"
669,"59"
670,"56"
671,"56"
672,"57"
673,"42"
674,"33"
675,"33"
676,"30"
677,"27"
678,"13"
679,"14"
680,"22"
681,"16"
682,"13"
683,"13"
684,"14"
685,"16"
686,"10"
687,"9"
688,"8"
689,"13"
690,"9"
691,"13"
692,"11"
693,"10"
694,"16"
695,"9"
696,"14"
697,"14"
698,"27"
699,"28"
700,"34"
701,"29"
702,"53"
703,"54"
704,"51"
705,"68"
706,"50"
707,"59"
708,"54"
709,"67"
710,"51"
711,"46"
712,"45"
713,"42"
714,"42"
715,"27"
716,"23"
717,"26"
718,"21"
719,"17"
720,"19"
721,"12"
722,"6"
723,"15"
724,"6"
725,"11"
726,"8"
727,"17"
728,"11"
729,"9"
730,"13"
731,"14"
732,"4"
733,"20"
734,"18"
735,"7"
736,"15"
737,"12"
738,"22"
739,"21"
740,"19"
741,"24"
742,"23"
743,"33"
744,"41"
745,"44"
746,"29"
747,"21"
748,"42"
749,"20"
750,"38"
751,"31"
752,"31"
753,"30"
754,"11"
755,"20"
756,"20"
757,"20"
758,"15"
759,"22"
760,"17"
761,"11"
762,"20"
763,"17"
764,"12"
765,"21"
766,"15"
767,"23"
768,"16"
769,"20"
770,"21"
771,"36"
772,"29"
773,"37"
774,"38"
775,"59"
776,"67"
777,"92"
778,"124"
779,"141"
780,"190"
781,"220"
782,"223"
783,"241"
784,"301"
785,"339"
786,"348"
787,"363"
788,"347"
789,"376"
790,"365"
791,"300"
792,"270"
793,"248"
794,"222"
795,"182"
796,"167"
797,"102"
798,"90"
799,"68"
800,"69"
801,"52"
802,"45"
803,"42"
804,"30"
805,"35"
806,"36"
807,"36"
808,"28"
809,"31"
810,"38"
811,"29"
812,"35"
813,"28"
814,"30"
815,"40"
816,"22"
817,"19"
818,"27"
819,"21"
820,"37"
821,"28"
822,"38"
823,"30"
824,"32"
825,"42"
826,"34"
827,"34"
828,"40"
829,"45"
830,"36"
831,"37"
832,"52"
833,"55"
834,"49"
835,"31"
836,"32"
837,"41"
838,"22"
839,"29"
840,"29"
841,"32"
842,"24"
843,"20"
844,"21"
845,"27"
846,"27"
847,"38"
848,"34"
849,"30"
850,"40"
851,"34"
852,"28"
853,"28"
854,"26"
855,"30"
856,"44"
857,"36"
858,"37"
859,"43"
860,"26"
861,"44"
862,"30"
863,"39"
864,"34"
865,"40"
866,"41"
867,"45"
868,"37"
869,"42"
870,"44"
871,"54"
872,"45"
873,"58"
874,"42"
875,"65"
876,"83"
877,"73"
878,"81"
879,"104"
880,"73"
881,"112"
882,"103"
883,"120"
884,"105"
885,"117"
886,"96"
887,"100"
888,"86"
889,"74"
890,"88"
891,"69"
892,"72"
893,"71"
894,"57"
895,"59"
896,"70"
897,"57"
898,"64"
899,"75"
900,"76"
901,"93"
902,"65"
903,"58"
