Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130207-KransvleiCH005-300sec-4"
Duration Time,300
Ambient Temperature,"93.4"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"458739"
Raw Accumulated Counts,"517197"
Valid Count Last Packet,"1560"
Raw Count Last Packet,"1760"
Live Time,283.965454
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,768
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"0"
4,"1"
5,"0"
6,"1"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"2"
19,"0"
20,"2"
21,"0"
22,"8"
23,"3"
24,"9"
25,"23"
26,"25"
27,"30"
28,"44"
29,"55"
30,"87"
31,"83"
32,"106"
33,"127"
34,"139"
35,"152"
36,"143"
37,"146"
38,"164"
39,"154"
40,"168"
41,"164"
42,"172"
43,"159"
44,"161"
45,"152"
46,"166"
47,"159"
48,"170"
49,"165"
50,"156"
51,"175"
52,"175"
53,"167"
54,"188"
55,"204"
56,"203"
57,"177"
58,"198"
59,"188"
60,"223"
61,"213"
62,"196"
63,"174"
64,"178"
65,"179"
66,"199"
67,"213"
68,"203"
69,"181"
70,"178"
71,"178"
72,"188"
73,"206"
74,"176"
75,"195"
76,"191"
77,"183"
78,"192"
79,"179"
80,"186"
81,"180"
82,"184"
83,"188"
84,"168"
85,"173"
86,"156"
87,"172"
88,"175"
89,"181"
90,"145"
91,"167"
92,"158"
93,"150"
94,"146"
95,"133"
96,"150"
97,"126"
98,"151"
99,"149"
100,"146"
101,"142"
102,"135"
103,"155"
104,"126"
105,"135"
106,"133"
107,"128"
108,"143"
109,"138"
110,"142"
111,"129"
112,"121"
113,"130"
114,"136"
115,"121"
116,"116"
117,"114"
118,"126"
119,"129"
120,"107"
121,"134"
122,"135"
123,"124"
124,"114"
125,"116"
126,"112"
127,"100"
128,"111"
129,"117"
130,"103"
131,"134"
132,"108"
133,"116"
134,"103"
135,"127"
136,"99"
137,"117"
138,"101"
139,"108"
140,"118"
141,"118"
142,"105"
143,"98"
144,"91"
145,"120"
146,"99"
147,"107"
148,"107"
149,"113"
150,"95"
151,"74"
152,"87"
153,"84"
154,"99"
155,"113"
156,"98"
157,"116"
158,"99"
159,"98"
160,"96"
161,"106"
162,"116"
163,"132"
164,"124"
165,"106"
166,"121"
167,"125"
168,"109"
169,"111"
170,"110"
171,"88"
172,"95"
173,"82"
174,"82"
175,"88"
176,"82"
177,"82"
178,"89"
179,"77"
180,"70"
181,"71"
182,"83"
183,"96"
184,"81"
185,"84"
186,"59"
187,"49"
188,"70"
189,"61"
190,"64"
191,"67"
192,"55"
193,"67"
194,"54"
195,"53"
196,"74"
197,"82"
198,"81"
199,"67"
200,"65"
201,"73"
202,"71"
203,"62"
204,"51"
205,"64"
206,"42"
207,"49"
208,"43"
209,"51"
210,"41"
211,"50"
212,"49"
213,"59"
214,"43"
215,"46"
216,"57"
217,"41"
218,"58"
219,"59"
220,"49"
221,"77"
222,"84"
223,"93"
224,"98"
225,"114"
226,"137"
227,"114"
228,"107"
229,"115"
230,"115"
231,"130"
232,"105"
233,"108"
234,"96"
235,"88"
236,"78"
237,"68"
238,"61"
239,"59"
240,"54"
241,"58"
242,"57"
243,"63"
244,"49"
245,"54"
246,"50"
247,"67"
248,"50"
249,"56"
250,"53"
251,"46"
252,"51"
253,"50"
254,"31"
255,"28"
256,"31"
257,"27"
258,"42"
259,"29"
260,"29"
261,"31"
262,"31"
263,"43"
264,"45"
265,"44"
266,"43"
267,"42"
268,"50"
269,"37"
270,"45"
271,"46"
272,"39"
273,"34"
274,"41"
275,"29"
276,"29"
277,"38"
278,"23"
279,"32"
280,"25"
281,"20"
282,"21"
283,"24"
284,"33"
285,"20"
286,"26"
287,"26"
288,"31"
289,"33"
290,"50"
291,"37"
292,"25"
293,"28"
294,"22"
295,"36"
296,"41"
297,"42"
298,"41"
299,"40"
300,"48"
301,"44"
302,"56"
303,"69"
304,"66"
305,"82"
306,"143"
307,"234"
308,"329"
309,"634"
310,"982"
311,"1596"
312,"2487"
313,"3715"
314,"5323"
315,"7221"
316,"9041"
317,"11158"
318,"12587"
319,"13922"
320,"14195"
321,"13806"
322,"12922"
323,"11388"
324,"9625"
325,"7629"
326,"5789"
327,"4215"
328,"3022"
329,"2116"
330,"1415"
331,"991"
332,"635"
333,"481"
334,"427"
335,"311"
336,"243"
337,"263"
338,"221"
339,"243"
340,"238"
341,"307"
342,"354"
343,"450"
344,"583"
345,"699"
346,"954"
347,"1242"
348,"1514"
349,"1865"
350,"2108"
351,"2397"
352,"2516"
353,"2634"
354,"2478"
355,"2302"
356,"2033"
357,"1663"
358,"1393"
359,"1015"
360,"781"
361,"571"
362,"351"
363,"294"
364,"205"
365,"141"
366,"114"
367,"92"
368,"69"
369,"66"
370,"69"
371,"57"
372,"61"
373,"65"
374,"75"
375,"59"
376,"71"
377,"63"
378,"55"
379,"39"
380,"58"
381,"43"
382,"40"
383,"33"
384,"40"
385,"33"
386,"30"
387,"28"
388,"22"
389,"21"
390,"20"
391,"21"
392,"17"
393,"18"
394,"21"
395,"9"
396,"22"
397,"22"
398,"15"
399,"20"
400,"20"
401,"24"
402,"17"
403,"18"
404,"16"
405,"7"
406,"4"
407,"10"
408,"17"
409,"18"
410,"20"
411,"9"
412,"12"
413,"18"
414,"21"
415,"18"
416,"19"
417,"10"
418,"21"
419,"26"
420,"19"
421,"20"
422,"14"
423,"16"
424,"20"
425,"18"
426,"22"
427,"23"
428,"19"
429,"24"
430,"25"
431,"22"
432,"16"
433,"18"
434,"26"
435,"12"
436,"15"
437,"16"
438,"8"
439,"10"
440,"7"
441,"7"
442,"10"
443,"10"
444,"10"
445,"7"
446,"10"
447,"10"
448,"7"
449,"7"
450,"11"
451,"4"
452,"3"
453,"8"
454,"7"
455,"5"
456,"8"
457,"5"
458,"11"
459,"5"
460,"7"
461,"5"
462,"10"
463,"11"
464,"10"
465,"8"
466,"10"
467,"8"
468,"5"
469,"9"
470,"4"
471,"8"
472,"9"
473,"10"
474,"4"
475,"12"
476,"17"
477,"18"
478,"16"
479,"14"
480,"15"
481,"17"
482,"23"
483,"15"
484,"18"
485,"14"
486,"13"
487,"18"
488,"17"
489,"14"
490,"17"
491,"10"
492,"7"
493,"11"
494,"9"
495,"5"
496,"13"
497,"10"
498,"9"
499,"10"
500,"8"
501,"8"
502,"5"
503,"8"
504,"15"
505,"5"
506,"9"
507,"5"
508,"6"
509,"5"
510,"6"
511,"7"
512,"8"
513,"3"
514,"4"
515,"12"
516,"10"
517,"4"
518,"15"
519,"6"
520,"15"
521,"17"
522,"25"
523,"28"
524,"23"
525,"26"
526,"23"
527,"22"
528,"17"
529,"30"
530,"19"
531,"22"
532,"18"
533,"14"
534,"10"
535,"14"
536,"12"
537,"16"
538,"9"
539,"6"
540,"6"
541,"9"
542,"4"
543,"10"
544,"5"
545,"4"
546,"4"
547,"8"
548,"8"
549,"9"
550,"8"
551,"9"
552,"9"
553,"14"
554,"9"
555,"12"
556,"14"
557,"11"
558,"14"
559,"20"
560,"14"
561,"14"
562,"12"
563,"20"
564,"7"
565,"19"
566,"4"
567,"12"
568,"9"
569,"7"
570,"4"
571,"4"
572,"3"
573,"6"
574,"7"
575,"8"
576,"11"
577,"5"
578,"7"
579,"8"
580,"9"
581,"2"
582,"11"
583,"4"
584,"5"
585,"11"
586,"5"
587,"8"
588,"10"
589,"8"
590,"7"
591,"4"
592,"7"
593,"8"
594,"9"
595,"11"
596,"11"
597,"6"
598,"5"
599,"10"
600,"4"
601,"8"
602,"0"
603,"6"
604,"8"
605,"7"
606,"3"
607,"8"
608,"6"
609,"6"
610,"8"
611,"7"
612,"11"
613,"13"
614,"4"
615,"7"
616,"7"
617,"7"
618,"8"
619,"13"
620,"13"
621,"5"
622,"12"
623,"9"
624,"12"
625,"13"
626,"8"
627,"23"
628,"11"
629,"21"
630,"22"
631,"25"
632,"17"
633,"28"
634,"21"
635,"21"
636,"17"
637,"19"
638,"21"
639,"17"
640,"23"
641,"16"
642,"27"
643,"27"
644,"21"
645,"23"
646,"32"
647,"29"
648,"35"
649,"28"
650,"28"
651,"21"
652,"21"
653,"25"
654,"20"
655,"14"
656,"15"
657,"17"
658,"20"
659,"15"
660,"19"
661,"23"
662,"23"
663,"25"
664,"26"
665,"37"
666,"44"
667,"36"
668,"57"
669,"51"
670,"56"
671,"43"
672,"32"
673,"34"
674,"28"
675,"18"
676,"17"
677,"19"
678,"17"
679,"13"
680,"9"
681,"9"
682,"15"
683,"8"
684,"10"
685,"6"
686,"6"
687,"10"
688,"9"
689,"8"
690,"11"
691,"11"
692,"5"
693,"12"
694,"8"
695,"10"
696,"15"
697,"15"
698,"16"
699,"26"
700,"21"
701,"28"
702,"35"
703,"23"
704,"35"
705,"44"
706,"39"
707,"40"
708,"44"
709,"53"
710,"40"
711,"45"
712,"26"
713,"28"
714,"31"
715,"15"
716,"18"
717,"10"
718,"14"
719,"9"
720,"17"
721,"8"
722,"6"
723,"8"
724,"5"
725,"9"
726,"4"
727,"7"
728,"12"
729,"9"
730,"10"
731,"10"
732,"6"
733,"12"
734,"15"
735,"12"
736,"15"
737,"20"
738,"16"
739,"21"
740,"22"
741,"28"
742,"26"
743,"31"
744,"33"
745,"53"
746,"43"
747,"29"
748,"51"
749,"50"
750,"35"
751,"39"
752,"18"
753,"28"
754,"25"
755,"18"
756,"17"
757,"23"
758,"20"
759,"20"
760,"12"
761,"15"
762,"17"
763,"15"
764,"16"
765,"9"
766,"16"
767,"16"
768,"17"
769,"23"
770,"18"
771,"31"
772,"32"
773,"47"
774,"77"
775,"66"
776,"94"
777,"148"
778,"189"
779,"234"
780,"253"
781,"353"
782,"440"
783,"411"
784,"466"
785,"544"
786,"516"
787,"567"
788,"564"
789,"531"
790,"529"
791,"451"
792,"401"
793,"331"
794,"303"
795,"234"
796,"195"
797,"142"
798,"130"
799,"118"
800,"70"
801,"41"
802,"36"
803,"51"
804,"50"
805,"37"
806,"37"
807,"32"
808,"53"
809,"38"
810,"30"
811,"38"
812,"32"
813,"37"
814,"33"
815,"29"
816,"35"
817,"20"
818,"20"
819,"26"
820,"29"
821,"28"
822,"15"
823,"18"
824,"27"
825,"27"
826,"22"
827,"32"
828,"32"
829,"26"
830,"35"
831,"23"
832,"18"
833,"31"
834,"35"
835,"41"
836,"17"
837,"27"
838,"21"
839,"19"
840,"31"
841,"23"
842,"18"
843,"18"
844,"16"
845,"21"
846,"16"
847,"21"
848,"25"
849,"21"
850,"20"
851,"25"
852,"23"
853,"28"
854,"29"
855,"20"
856,"17"
857,"18"
858,"25"
859,"29"
860,"29"
861,"22"
862,"23"
863,"22"
864,"26"
865,"30"
866,"40"
867,"30"
868,"34"
869,"30"
870,"33"
871,"42"
872,"53"
873,"48"
874,"53"
875,"63"
876,"60"
877,"77"
878,"96"
879,"114"
880,"107"
881,"137"
882,"136"
883,"136"
884,"137"
885,"113"
886,"118"
887,"105"
888,"107"
889,"82"
890,"75"
891,"85"
892,"62"
893,"73"
894,"49"
895,"49"
896,"45"
897,"46"
898,"59"
899,"48"
900,"40"
901,"51"
902,"50"
903,"52"
904,"35"
905,"36"
906,"40"
907,"47"
908,"41"
909,"39"
910,"36"
911,"39"
912,"38"
913,"38"
914,"51"
915,"37"
916,"38"
917,"34"
918,"36"
919,"49"
920,"39"
921,"45"
922,"45"
923,"54"
924,"51"
925,"49"
926,"58"
927,"56"
928,"56"
929,"62"
930,"65"
931,"75"
932,"66"
933,"65"
934,"66"
935,"95"
936,"67"
937,"106"
938,"98"
939,"97"
940,"110"
941,"90"
942,"123"
943,"106"
944,"126"
945,"123"
946,"136"
947,"143"
948,"150"
949,"153"
950,"140"
951,"125"
952,"145"
953,"144"
954,"142"
955,"133"
956,"123"
957,"143"
958,"140"
959,"148"
960,"127"
961,"123"
962,"106"
963,"118"
964,"107"
965,"117"
966,"134"
967,"128"
968,"117"
969,"95"
970,"117"
971,"99"
972,"106"
973,"105"
974,"77"
975,"91"
976,"90"
977,"92"
978,"96"
979,"92"
980,"88"
981,"74"
982,"89"
983,"75"
984,"69"
985,"95"
986,"68"
987,"88"
988,"87"
989,"81"
990,"85"
991,"70"
992,"80"
993,"106"
994,"83"
995,"84"
996,"104"
997,"116"
998,"128"
999,"121"
1000,"133"
1001,"139"
1002,"124"
1003,"161"
1004,"204"
1005,"173"
1006,"172"
1007,"171"
1008,"219"
1009,"190"
1010,"193"
1011,"186"
1012,"189"
1013,"172"
1014,"176"
1015,"155"
1016,"142"
1017,"129"
1018,"130"
1019,"108"
1020,"98"
1021,"87"
1022,"92"
1023,"92"
1024,"89"
1025,"99"
1026,"83"
1027,"96"
1028,"86"
1029,"71"
1030,"103"
